budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.steelgetsreal.com/,39254,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 166802, ""name"": ""prizefighting""}, {""id"": 180574, ""name"": ""father son reunion""}, {""id"": 202314, ""name"": ""robot fighting""}]",en,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",37.195046,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}, {""name"": ""Wardour Street Pictures"", ""id"": 76069}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-09-2011,299268508,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If you get one shot, make it real.",Real Steel,6.6,2692
105000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",http://smurfhappens.com,77931,"[{""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15072, ""name"": ""smurf""}]",en,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",32.473628,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""NeoReel"", ""id"": 24097}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-07-2013,347434178,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready to get naughty!,The Smurfs 2,5.5,695
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,1639,"[{""id"": 1422, ""name"": ""boat""}, {""id"": 2799, ""name"": ""cruise""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 33461, ""name"": ""diamond""}, {""id"": 228194, ""name"": ""collision course""}]",en,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,23.336875,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 35304}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-06-1997,164508066,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,434
110000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.if-sentinel.com/,80274,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 171803, ""name"": ""military school""}, {""id"": 207444, ""name"": ""morality tale""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",45.94834,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Chartoff Productions"", ""id"": 3200}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""Digital Domain"", ""id"": 31825}, {""name"": ""Taleswapper"", ""id"": 31826}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-10-2013,125537191,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is not a game.,Ender's Game,6.6,2303
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,1571,"[{""id"": 279, ""name"": ""usa""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3612, ""name"": ""traffic jam""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 33352, ""name"": ""police car""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 218122, ""name"": ""cyber terrorism""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226846, ""name"": ""power plant""}]",en,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",48.93337,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-06-2007,383531464,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The old school cop is back!,Live Free or Die Hard,6.4,2089
93000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://www.lordoftherings.net/,120,"[{""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 4587, ""name"": ""password""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",138.049577,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Saul Zaentz Company"", ""id"": 5237}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-12-2001,871368364,178,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8,8705
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,10204,"[{""id"": 90, ""name"": ""paris""}, {""id"": 212, ""name"": ""london england""}, {""id"": 242, ""name"": ""new york""}, {""id"": 385, ""name"": ""jules verne""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1847, ""name"": ""istanbul""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 5973, ""name"": ""journey round the world""}]",en,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",22.643776,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}, {""name"": ""80 Days Productions"", ""id"": 53413}, {""name"": ""Spanknyce Films"", ""id"": 53414}, {""name"": ""Fitzwilliam Productions"", ""id"": 53416}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-06-2004,72178895,120,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Let your imagination soar.,Around the World in 80 Days,5.7,672
107000000,"[{""id"": 18, ""name"": ""Drama""}]",,8489,"[{""id"": 279, ""name"": ""usa""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 12562, ""name"": ""muhammad""}]",en,Ali,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",18.866672,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-12-2001,87713825,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Float like a butterfly and sting like a bee.,Ali,6.7,447
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",,10588,"[{""id"": 977, ""name"": ""cat""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 15101, ""name"": ""based on children's book""}]",en,The Cat in the Hat,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",18.251129,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-11-2003,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't mess with the hat.,The Cat in the Hat,4.9,366
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,2048,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3703, ""name"": ""law""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220903, ""name"": ""humanoid robot""}]",en,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",95.914473,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Canlaws Productions"", ""id"": 19355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",15-07-2004,347234916,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laws are made to be broken.,"I, Robot",6.7,3793
130000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",http://www.kingdomofheavendvd.com/,1495,"[{""id"": 2868, ""name"": ""crusade""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 10491, ""name"": ""swordsman""}, {""id"": 14656, ""name"": ""order of the templars""}, {""id"": 14989, ""name"": ""religious""}, {""id"": 208681, ""name"": ""knight templars""}, {""id"": 222337, ""name"": ""saladin""}, {""id"": 222340, ""name"": ""king richard""}]",en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",44.490453,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Dune Films"", ""id"": 19477}, {""name"": ""BK"", ""id"": 19478}, {""name"": ""KOH"", ""id"": 19479}, {""name"": ""Reino del Cielo"", ""id"": 19480}, {""name"": ""Inside Track 3"", ""id"": 19482}, {""name"": ""Calle Cruzada"", ""id"": 19483}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-05-2005,211643158,144,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,1157
133000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",,10137,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 7714, ""name"": ""step brother""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 10064, ""name"": ""new york city twin towers""}, {""id"": 13142, ""name"": ""gangster""}]",en,Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",30.475297,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Medien KG"", ""id"": 5555}, {""name"": ""Franklin/Waterman Productions"", ""id"": 58331}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-12-1999,300135367,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Little Family Just Got Bigger,Stuart Little,5.8,959
105000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",http://disney.go.com/disneypictures/princessandthefrog/,10198,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 155180, ""name"": ""cajun""}, {""id"": 178902, ""name"": ""firefly""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 181329, ""name"": ""big dreams""}, {""id"": 192995, ""name"": ""frog prince""}, {""id"": 197935, ""name"": ""charlatan""}]",en,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",62.479574,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08-12-2009,267045765,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every Love Story Begins With a Kiss...,The Princess and the Frog,6.7,1247
108000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/the-martian,286217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-09-2015,630161890,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bring Him Home,The Martian,7.6,7268
126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.theisland-themovie.com/,1635,"[{""id"": 402, ""name"": ""clone""}, {""id"": 741, ""name"": ""transplantation""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 188959, ""name"": ""plague""}]",en,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",37.68056,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-07-2005,162949164,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your time will come...,The Island,6.5,1770
90000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,24113,"[{""id"": 2301, ""name"": ""architect""}, {""id"": 3457, ""name"": ""cellist""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 190816, ""name"": ""anniversary""}]",en,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",1.004579,"[{""name"": ""New Line Cinema"", ""id"": 12}]",[],27-04-2001,10372291,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's no such thing as a small affair.,Town & Country,3.7,16
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,9679,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 703, ""name"": ""detective""}, {""id"": 830, ""name"": ""car race""}, {""id"": 915, ""name"": ""car thief""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15100, ""name"": ""lock pick""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 41158, ""name"": ""stakeout""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 161636, ""name"": ""car movie""}, {""id"": 162842, ""name"": ""stolen cars""}, {""id"": 226581, ""name"": ""ford mustang""}, {""id"": 227900, ""name"": ""blacklight""}]",en,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",52.995628,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-06-2000,237202299,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Ice Cold, Hot Wired.",Gone in Sixty Seconds,6.1,1485
103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",,98,"[{""id"": 588, ""name"": ""rome""}, {""id"": 1394, ""name"": ""gladiator""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 179780, ""name"": ""chariot""}, {""id"": 192230, ""name"": ""philosopher""}, {""id"": 235791, ""name"": ""barbarian horde""}, {""id"": 235792, ""name"": ""2nd century""}, {""id"": 235793, ""name"": ""successor""}]",en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-05-2000,457640427,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Hero Will Rise.,Gladiator,7.9,5439
